date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:17:53	38866/38866	---M-Z	200	added ('OK')	text/html	etag:%2297d2-5df2f963f6d24-gzip%22	https://cavistar.websitelayout.net//html/mobile-app.html	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/mobile-app.html	(from https://cavistar.websitelayout.net//html/index.html)
10:17:53	159588/159588	---M--	200	added ('OK')	image/jpeg	etag:%2226f64-5df2f96dec9bb%22	https://cavistar.websitelayout.net//html/assets/img/content/mega-menu-bg.jpg	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/assets/img/content/mega-menu-bg.jpg	(from https://cavistar.websitelayout.net//html/index.html)
10:17:53	35692/35692	---M-Z	200	added ('OK')	text/html	etag:%228b6c-5df2f962c71cc-gzip%22	https://cavistar.websitelayout.net//html/about.html	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/about.html	(from https://cavistar.websitelayout.net//html/index.html)
10:17:54	24940/24940	---M-Z	200	added ('OK')	text/html	etag:%22616c-5df2f962abc4d-gzip%22	https://cavistar.websitelayout.net//html/about-2.html	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/about-2.html	(from https://cavistar.websitelayout.net//html/index.html)
10:17:54	29652/29652	---M-Z	200	added ('OK')	text/html	etag:%2273d4-5df2f96325d6a-gzip%22	https://cavistar.websitelayout.net//html/careers.html	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/careers.html	(from https://cavistar.websitelayout.net//html/index.html)
10:17:54	38055/38055	---M-Z	200	added ('OK')	text/html	etag:%2294a7-5df2f96323e2a-gzip%22	https://cavistar.websitelayout.net//html/career-single.html	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/career-single.html	(from https://cavistar.websitelayout.net//html/index.html)
10:17:54	34234/34234	---M-Z	200	added ('OK')	text/html	etag:%2285ba-5df2f96343229-gzip%22	https://cavistar.websitelayout.net//html/case-study.html	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/case-study.html	(from https://cavistar.websitelayout.net//html/index.html)
10:17:55	36494/36494	---M-Z	200	added ('OK')	text/html	etag:%228e8e-5df2f9639fe86-gzip%22	https://cavistar.websitelayout.net//html/help-center-home.html	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/help-center-home.html	(from https://cavistar.websitelayout.net//html/index.html)
10:17:55	34111/34111	---M-Z	200	added ('OK')	text/html	etag:%22853f-5df2f9639df46-gzip%22	https://cavistar.websitelayout.net//html/help-center-category.html	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/help-center-category.html	(from https://cavistar.websitelayout.net//html/index.html)
10:17:55	34978/34978	---M-Z	200	added ('OK')	text/html	etag:%2288a2-5df2f963829c7-gzip%22	https://cavistar.websitelayout.net//html/help-center-article.html	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/help-center-article.html	(from https://cavistar.websitelayout.net//html/index.html)
10:17:55	37734/37734	---M-Z	200	added ('OK')	text/html	etag:%229366-5df2f9642a942-gzip%22	https://cavistar.websitelayout.net//html/pricing-1.html	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/pricing-1.html	(from https://cavistar.websitelayout.net//html/index.html)
10:17:55	39505/39505	---M-Z	200	added ('OK')	text/html	etag:%229a51-5df2f9642f762-gzip%22	https://cavistar.websitelayout.net//html/pricing-2.html	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/pricing-2.html	(from https://cavistar.websitelayout.net//html/index.html)
10:17:56	73386/73386	---M-Z	200	added ('OK')	text/html	etag:%2211eaa-5df2f962e756b-gzip%22	https://cavistar.websitelayout.net//html/account-settings.html	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/account-settings.html	(from https://cavistar.websitelayout.net//html/index.html)
10:17:56	8506/8506	---M-Z	200	added ('OK')	text/html	etag:%22213a-5df2f962ca0ac-gzip%22	https://cavistar.websitelayout.net//html/account-invoice.html	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/account-invoice.html	(from https://cavistar.websitelayout.net//html/index.html)
10:17:56	5199/5199	---M-Z	200	added ('OK')	text/html	etag:%22144f-5df2f963d88c4-gzip%22	https://cavistar.websitelayout.net//html/login.html	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/login.html	(from https://cavistar.websitelayout.net//html/index.html)
10:17:56	7076/7076	---M-Z	200	added ('OK')	text/html	etag:%221ba4-5df2f963d59e5-gzip%22	https://cavistar.websitelayout.net//html/login-cover.html	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/login-cover.html	(from https://cavistar.websitelayout.net//html/index.html)
10:17:57	5508/5508	---M-Z	200	added ('OK')	text/html	etag:%221584-5df2f9644ace1-gzip%22	https://cavistar.websitelayout.net//html/register.html	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/register.html	(from https://cavistar.websitelayout.net//html/index.html)
10:17:57	7402/7402	---M-Z	200	added ('OK')	text/html	etag:%221cea-5df2f96442fe1-gzip%22	https://cavistar.websitelayout.net//html/register-cover.html	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/register-cover.html	(from https://cavistar.websitelayout.net//html/index.html)
10:17:57	3927/3927	---M-Z	200	added ('OK')	text/html	etag:%22f57-5df2f96410363-gzip%22	https://cavistar.websitelayout.net//html/password-recovery.html	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/password-recovery.html	(from https://cavistar.websitelayout.net//html/index.html)
10:17:57	5880/5880	---M-Z	200	added ('OK')	text/html	etag:%2216f8-5df2f9640d483-gzip%22	https://cavistar.websitelayout.net//html/password-recovery-cover.html	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/password-recovery-cover.html	(from https://cavistar.websitelayout.net//html/index.html)
10:17:57	5161/5161	---M-Z	200	added ('OK')	text/html	etag:%221429-5df2f9635e7a8-gzip%22	https://cavistar.websitelayout.net//html/coming-soon.html	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/coming-soon.html	(from https://cavistar.websitelayout.net//html/index.html)
10:17:58	24079/24079	---M-Z	200	added ('OK')	text/html	etag:%225e0f-5df2f963bc3a5-gzip%22	https://cavistar.websitelayout.net//html/legal-terms.html	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/legal-terms.html	(from https://cavistar.websitelayout.net//html/index.html)
10:17:58	3367/3367	---M-Z	200	added ('OK')	text/html	etag:%22d27-5df2f962a3f4d-gzip%22	https://cavistar.websitelayout.net//html/404.html	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/404.html	(from https://cavistar.websitelayout.net//html/index.html)
10:17:58	36050/36050	---M-Z	200	added ('OK')	text/html	etag:%228cd2-5df2f9630696a-gzip%22	https://cavistar.websitelayout.net//html/blog-grid.html	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/blog-grid.html	(from https://cavistar.websitelayout.net//html/index.html)
10:17:58	40285/40285	---M-Z	200	added ('OK')	text/html	etag:%229d5d-5df2f962e756b-gzip%22	https://cavistar.websitelayout.net//html/blog-detail.html	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/blog-detail.html	(from https://cavistar.websitelayout.net//html/index.html)
10:17:58	32781/32781	---M-Z	200	added ('OK')	text/html	etag:%22800d-5df2f96380a87-gzip%22	https://cavistar.websitelayout.net//html/contact.html	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/contact.html	(from https://cavistar.websitelayout.net//html/index.html)
10:17:59	30644/30644	---M-Z	200	added ('OK')	text/html	etag:%2277b4-5df2f963683e8-gzip%22	https://cavistar.websitelayout.net//html/contact-2.html	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/contact-2.html	(from https://cavistar.websitelayout.net//html/index.html)
10:17:59	473/473	---M--	200	added ('OK')	image/svg+xml	etag:%221d9-5df2f976e0959%22	https://cavistar.websitelayout.net//html/assets/img/svg/file-text.svg	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/assets/img/svg/file-text.svg	(from https://cavistar.websitelayout.net//html/index.html)
10:17:59	404/404	---M--	200	added ('OK')	image/svg+xml	etag:%22194-5df2f977be433%22	https://cavistar.websitelayout.net//html/assets/img/svg/grid.svg	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/assets/img/svg/grid.svg	(from https://cavistar.websitelayout.net//html/index.html)
10:17:59	362/362	---M--	200	added ('OK')	image/svg+xml	etag:%2216a-5df2f977fbc91%22	https://cavistar.websitelayout.net//html/assets/img/svg/help-circle.svg	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/assets/img/svg/help-circle.svg	(from https://cavistar.websitelayout.net//html/index.html)
10:18:00	166049/166049	---M--	200	added ('OK')	image/jpeg	etag:%22288a1-5df2f9699161b%22	https://cavistar.websitelayout.net//html/assets/img/banner/slide-01.jpg	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/assets/img/banner/slide-01.jpg	(from https://cavistar.websitelayout.net//html/index.html)
10:18:00	148408/148408	---M--	200	added ('OK')	image/jpeg	etag:%22243b8-5df2f969f8e58%22	https://cavistar.websitelayout.net//html/assets/img/banner/slide-02.jpg	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/assets/img/banner/slide-02.jpg	(from https://cavistar.websitelayout.net//html/index.html)
10:18:00	141783/141783	---M--	200	added ('OK')	image/jpeg	etag:%22229d7-5df2f969b19ba%22	https://cavistar.websitelayout.net//html/assets/img/banner/slide-03.jpg	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/assets/img/banner/slide-03.jpg	(from https://cavistar.websitelayout.net//html/index.html)
10:18:00	38869/38869	---M--	200	added ('OK')	image/jpeg	etag:%2297d5-5df2f96bd18ca%22	https://cavistar.websitelayout.net//html/assets/img/content/about-05.jpg	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/assets/img/content/about-05.jpg	(from https://cavistar.websitelayout.net//html/index.html)
10:18:01	4132/4132	---M--	200	added ('OK')	image/png	etag:%221024-5df2f96ff710c%22	https://cavistar.websitelayout.net//html/assets/img/partners/01.png	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/assets/img/partners/01.png	(from https://cavistar.websitelayout.net//html/index.html)
10:18:01	3189/3189	---M--	200	added ('OK')	image/png	etag:%22c75-5df2f9701844b%22	https://cavistar.websitelayout.net//html/assets/img/partners/02.png	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/assets/img/partners/02.png	(from https://cavistar.websitelayout.net//html/index.html)
10:18:01	5179/5179	---M--	200	added ('OK')	image/png	etag:%22143b-5df2f97031a8a%22	https://cavistar.websitelayout.net//html/assets/img/partners/03.png	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/assets/img/partners/03.png	(from https://cavistar.websitelayout.net//html/index.html)
10:18:01	5322/5322	---M--	200	added ('OK')	image/png	etag:%2214ca-5df2f970433ca%22	https://cavistar.websitelayout.net//html/assets/img/partners/04.png	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/assets/img/partners/04.png	(from https://cavistar.websitelayout.net//html/index.html)
10:18:01	2701/2701	---M--	200	added ('OK')	image/png	etag:%22a8d-5df2f9704918a%22	https://cavistar.websitelayout.net//html/assets/img/partners/05.png	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/assets/img/partners/05.png	(from https://cavistar.websitelayout.net//html/index.html)
10:18:02	10465/10465	---M--	200	added ('OK')	image/jpeg	etag:%2228e1-5df2f9672c1ac%22	https://cavistar.websitelayout.net//html/assets/img/avatar/avatar-04.jpg	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/assets/img/avatar/avatar-04.jpg	(from https://cavistar.websitelayout.net//html/index.html)
10:18:02	9017/9017	---M--	200	added ('OK')	image/jpeg	etag:%222339-5df2f9674196c%22	https://cavistar.websitelayout.net//html/assets/img/avatar/avatar-05.jpg	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/assets/img/avatar/avatar-05.jpg	(from https://cavistar.websitelayout.net//html/index.html)
10:18:02	11408/11408	---M--	200	added ('OK')	image/jpeg	etag:%222c90-5df2f9674678b%22	https://cavistar.websitelayout.net//html/assets/img/avatar/avatar-06.jpg	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/assets/img/avatar/avatar-06.jpg	(from https://cavistar.websitelayout.net//html/index.html)
10:18:02	34787/34787	---M--	200	added ('OK')	image/jpeg	etag:%2287e3-5df2f96aa8ad3%22	https://cavistar.websitelayout.net//html/assets/img/blog/blog-03.jpg	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/assets/img/blog/blog-03.jpg	(from https://cavistar.websitelayout.net//html/index.html)
10:18:03	13852/13852	---M--	200	added ('OK')	image/jpeg	etag:%22361c-5df2f9670ae6d%22	https://cavistar.websitelayout.net//html/assets/img/avatar/avatar-01.jpg	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/assets/img/avatar/avatar-01.jpg	(from https://cavistar.websitelayout.net//html/index.html)
10:18:03	89675/89675	---M--	200	added ('OK')	image/jpeg	etag:%2215e4b-5df2f96aac953%22	https://cavistar.websitelayout.net//html/assets/img/blog/blog-04.jpg	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/assets/img/blog/blog-04.jpg	(from https://cavistar.websitelayout.net//html/index.html)
10:18:03	13504/13504	---M--	200	added ('OK')	image/jpeg	etag:%2234c0-5df2f96710c2d%22	https://cavistar.websitelayout.net//html/assets/img/avatar/avatar-02.jpg	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/assets/img/avatar/avatar-02.jpg	(from https://cavistar.websitelayout.net//html/index.html)
10:18:03	15504/15504	---M--	200	added ('OK')	image/svg+xml	etag:%223c90-5df2f96e234b9%22	https://cavistar.websitelayout.net//html/assets/img/content/solution.svg	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/assets/img/content/solution.svg	(from https://cavistar.websitelayout.net//html/index.html)
10:18:03	5395/5395	---M--	200	added ('OK')	image/svg+xml	etag:%221513-5df2f96f8d98f%22	https://cavistar.websitelayout.net//html/assets/img/logos/logo-white.svg	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/assets/img/logos/logo-white.svg	(from https://cavistar.websitelayout.net//html/index.html)
10:18:04	86927/86927	---M-Z	200	added ('OK')	application/javascript	etag:%221538f-5df2f98f2c448-gzip%22	https://cavistar.websitelayout.net//html/assets/libs/jquery/dist/jquery.min.js	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/assets/libs/jquery/dist/jquery.min.js	(from https://cavistar.websitelayout.net//html/index.html)
10:18:04	11421/11421	---M-Z	200	added ('OK')	application/javascript	etag:%222c9d-5df2f98f27628-gzip%22	https://cavistar.websitelayout.net//html/assets/libs/jquery/dist/jquery-migrate.min.js	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/assets/libs/jquery/dist/jquery-migrate.min.js	(from https://cavistar.websitelayout.net//html/index.html)
10:18:04	20498/20498	---M-Z	200	added ('OK')	application/javascript	etag:%225012-5df2f99a7ac75-gzip%22	https://cavistar.websitelayout.net//html/assets/libs/popper.js/dist/umd/popper.min.js	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/assets/libs/popper.js/dist/umd/popper.min.js	(from https://cavistar.websitelayout.net//html/index.html)
10:18:04	60010/60010	---M-Z	200	added ('OK')	application/javascript	etag:%22ea6a-5df2f9953cfdc-gzip%22	https://cavistar.websitelayout.net//html/assets/libs/bootstrap/dist/js/bootstrap.min.js	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/assets/libs/bootstrap/dist/js/bootstrap.min.js	(from https://cavistar.websitelayout.net//html/index.html)
10:18:05	4579/4579	---M-Z	200	added ('OK')	application/javascript	etag:%2211e3-5df2f992e468d-gzip%22	https://cavistar.websitelayout.net//html/assets/libs/svg-injector/dist/svg-injector.min.js	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/assets/libs/svg-injector/dist/svg-injector.min.js	(from https://cavistar.websitelayout.net//html/index.html)
10:18:05	44342/44342	---M-Z	200	added ('OK')	application/javascript	etag:%22ad36-5df2f999acb9b-gzip%22	https://cavistar.websitelayout.net//html/assets/libs/owl-carousel/dist/js/owl.carousel.min.js	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/assets/libs/owl-carousel/dist/js/owl.carousel.min.js	(from https://cavistar.websitelayout.net//html/index.html)
10:18:05	15316/15316	---M-Z	200	added ('OK')	application/javascript	etag:%223bd4-5df2f98e8064d-gzip%22	https://cavistar.websitelayout.net//html/assets/libs/jarallax/dist/jarallax.min.js	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/assets/libs/jarallax/dist/jarallax.min.js	(from https://cavistar.websitelayout.net//html/index.html)
10:18:05	58730/58730	---M-Z	200	added ('OK')	application/javascript	etag:%22e56a-5df2f99144659-gzip%22	https://cavistar.websitelayout.net//html/assets/libs/quform/js/plugins.js	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/assets/libs/quform/js/plugins.js	(from https://cavistar.websitelayout.net//html/index.html)
10:18:05	1539/1539	---M-Z	200	added ('OK')	application/javascript	etag:%22603-5df2f991455f9-gzip%22	https://cavistar.websitelayout.net//html/assets/libs/quform/js/scripts.js	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/assets/libs/quform/js/scripts.js	(from https://cavistar.websitelayout.net//html/index.html)
10:18:06	4275/4275	---M-Z	200	added ('OK')	application/javascript	etag:%2210b3-5df2f965f4955-gzip%22	https://cavistar.websitelayout.net//html/assets/js/theme.js	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/assets/js/theme.js	(from https://cavistar.websitelayout.net//html/index.html)
10:18:06	129590/129590	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221fa36-5df2f98c904db%22	https://cavistar.websitelayout.net//html/assets/libs/font-awesome/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/assets/libs/font-awesome/webfonts/fa-brands-400.eot	(from https://cavistar.websitelayout.net//html/assets/libs/font-awesome/css/fontawesome-all.min.css)
10:18:06	129590/129590	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221fa36-5df2f98c904db%22	https://cavistar.websitelayout.net//html/assets/libs/font-awesome/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/assets/libs/font-awesome/webfonts/fa-brands-400d41d.eot	(from https://cavistar.websitelayout.net//html/assets/libs/font-awesome/css/fontawesome-all.min.css)
10:18:06	74524/74524	---M--	200	added ('OK')	font/woff2	etag:%221231c-5df2f98cd3af9%22	https://cavistar.websitelayout.net//html/assets/libs/font-awesome/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/assets/libs/font-awesome/webfonts/fa-brands-400.woff2	(from https://cavistar.websitelayout.net//html/assets/libs/font-awesome/css/fontawesome-all.min.css)
10:18:07	87520/87520	---M--	200	added ('OK')	font/woff	etag:%22155e0-5df2f98cc6039%22	https://cavistar.websitelayout.net//html/assets/libs/font-awesome/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/assets/libs/font-awesome/webfonts/fa-brands-400.woff	(from https://cavistar.websitelayout.net//html/assets/libs/font-awesome/css/fontawesome-all.min.css)
10:18:07	129284/129284	---M--	200	added ('OK')	font/ttf	etag:%221f904-5df2f98cb27ba%22	https://cavistar.websitelayout.net//html/assets/libs/font-awesome/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/assets/libs/font-awesome/webfonts/fa-brands-400.ttf	(from https://cavistar.websitelayout.net//html/assets/libs/font-awesome/css/fontawesome-all.min.css)
10:18:07	691037/691037	---M--	200	added ('OK')	image/svg+xml	etag:%22a8b5d-5df2f98ca7bda%22	https://cavistar.websitelayout.net//html/assets/libs/font-awesome/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/assets/libs/font-awesome/webfonts/fa-brands-400.svg	(from https://cavistar.websitelayout.net//html/assets/libs/font-awesome/css/fontawesome-all.min.css)
10:18:07	34394/34394	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22865a-5df2f98ce34f9%22	https://cavistar.websitelayout.net//html/assets/libs/font-awesome/webfonts/fa-regular-400.eot	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/assets/libs/font-awesome/webfonts/fa-regular-400.eot	(from https://cavistar.websitelayout.net//html/assets/libs/font-awesome/css/fontawesome-all.min.css)
10:18:07	34394/34394	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22865a-5df2f98ce34f9%22	https://cavistar.websitelayout.net//html/assets/libs/font-awesome/webfonts/fa-regular-400.eot?	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/assets/libs/font-awesome/webfonts/fa-regular-400d41d.eot	(from https://cavistar.websitelayout.net//html/assets/libs/font-awesome/css/fontawesome-all.min.css)
10:18:08	13584/13584	---M--	200	added ('OK')	font/woff2	etag:%223510-5df2f98d21cf7%22	https://cavistar.websitelayout.net//html/assets/libs/font-awesome/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/assets/libs/font-awesome/webfonts/fa-regular-400.woff2	(from https://cavistar.websitelayout.net//html/assets/libs/font-awesome/css/fontawesome-all.min.css)
10:18:08	16804/16804	---M--	200	added ('OK')	font/woff	etag:%2241a4-5df2f98d13297%22	https://cavistar.websitelayout.net//html/assets/libs/font-awesome/webfonts/fa-regular-400.woff	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/assets/libs/font-awesome/webfonts/fa-regular-400.woff	(from https://cavistar.websitelayout.net//html/assets/libs/font-awesome/css/fontawesome-all.min.css)
10:18:08	34096/34096	---M--	200	added ('OK')	font/ttf	etag:%228530-5df2f98d04838%22	https://cavistar.websitelayout.net//html/assets/libs/font-awesome/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/assets/libs/font-awesome/webfonts/fa-regular-400.ttf	(from https://cavistar.websitelayout.net//html/assets/libs/font-awesome/css/fontawesome-all.min.css)
10:18:08	144452/144452	---M--	200	added ('OK')	image/svg+xml	etag:%2223444-5df2f98cf6d78%22	https://cavistar.websitelayout.net//html/assets/libs/font-awesome/webfonts/fa-regular-400.svg	C:/My%20Web%20Sites/Code_Make/cavistar.websitelayout.net/html/assets/libs/font-awesome/webfonts/fa-regular-400.svg	(from https://cavistar.websitelayout.net//html/assets/libs/font-awesome/css/fontawesome-all.min.css)
